1,47,4,5.1755,8.439917,9.934653,10.50986,10.690657,10.716876,10.710216,10.414371,9.876998,8.653075,7.881747,7.955752,8.679773,10.228848,10.464664,10.302401,10.432792,10.404075,10.614638,11.321289,11.512213,11.627949,11.633904,11.6348,11.606454,11.601087,11.684274,11.75522,11.852773,11.685275,11.244385,11.039226,10.676043,10.113946,9.017423,8.118097,6.628018,5.744812,5.627875,5.427213,5.167403,4.902345,4.5149,4.085161,3.608922,4.826328,7.196637,1.551383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,5,5.1755,8.439917,9.934653,10.50986,10.690657,10.716876,10.710216,10.414371,9.876998,8.653075,7.881747,7.955752,8.679773,10.228848,10.464664,10.302401,10.432792,10.404075,10.614638,11.321289,11.512213,11.627949,11.633904,11.6348,11.606454,11.601087,11.684274,11.75522,11.852773,11.685275,11.244385,11.039226,10.676043,10.113946,9.017423,8.118097,6.628018,5.744812,5.627875,5.427213,5.167403,4.902345,4.5149,4.085161,3.608922,4.826328,7.196637,1.551383,1.551383,1.551383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,65,5,5.042584,9.309367,11.61022,12.79109,13.324422,13.529183,13.587871,13.60253,13.542432,13.23079,12.984284,11.520067,10.721207,9.955277,9.936544,10.432967,11.842841,13.346146,14.196439,14.730947,14.612701,13.852556,13.201639,13.303685,13.991488,14.304972,14.448458,14.591725,14.619123,14.589776,14.629777,14.512347,14.553889,14.637118,14.68436,14.779377,14.866148,14.713071,14.320494,13.931137,13.73526,13.380959,12.827814,11.54702,10.90982,9.820309,8.250271,7.209061,7.14206,6.863604,6.67135,6.413225,6.132877,5.793637,5.34833,4.920256,4.360603,5.170929,7.184316,8.917671,2.094413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,65,10,8.685511,12.410347,14.43995,15.523789,16.047386,16.240919,16.340869,15.959993,15.755692,15.653549,15.010743,13.568582,12.796772,10.899574,9.403897,12.717717,14.561401,14.719934,14.48673,14.500303,14.659392,14.787046,14.619886,15.051953,16.425328,16.593507,16.708731,16.774927,16.767368,16.656086,16.579542,16.45611,16.350652,16.314225,16.38594,16.23504,15.771174,15.323873,15.132324,14.53551,13.414003,12.155518,11.655206,11.069472,10.41359,9.704648,8.997361,8.349381,7.881336,7.942334,8.019111,7.916539,8.041636,8.131204,7.9932,7.626935,7.097444,6.476894,5.830975,5.315728,5.324822,5.720181,7.824375,9.144044,2.409463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,10,7.843846,11.770974,13.839033,15.149854,15.827512,16.129898,16.245805,16.354214,15.919065,15.740151,15.689239,15.235089,13.877533,13.109063,12.114523,9.757194,10.517881,12.993065,14.302522,14.314098,14.029849,13.914314,14.007308,13.944766,13.883892,13.772243,14.509622,15.623254,15.594837,15.628013,15.661395,15.623783,15.596386,15.486195,15.32511,15.23842,15.230013,15.238133,15.367725,15.366519,15.209327,14.993133,14.785243,14.333747,13.523256,12.055461,11.517666,11.044755,10.533302,10.004364,9.456374,8.902184,8.367521,7.871156,7.482848,7.29337,7.372311,7.483417,7.375283,7.429851,7.537778,7.554718,7.452684,7.215076,6.883734,6.494923,6.049028,5.599841,5.275422,5.277632,5.671398,6.601525,8.512957,8.864723,2.117597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,76,10,5.35983,10.331967,12.664114,14.173414,14.974547,15.387419,15.572948,15.631655,15.613166,15.176662,15.057859,14.993671,14.537875,13.257214,12.557048,11.595978,9.282849,9.04696,11.780749,13.395415,13.724346,13.567469,13.740456,14.160562,14.36865,14.432229,14.260958,14.30645,15.698629,16.227905,16.386058,16.511356,16.65511,16.713016,16.765389,16.634866,16.522323,16.438654,16.454505,16.489937,16.552416,16.393067,16.07215,15.557174,14.919288,14.40352,13.738612,12.828152,11.73798,11.277471,10.737556,10.176359,9.60957,9.051718,8.502062,7.990409,7.536285,7.182131,7.181609,7.032259,7.209437,7.134359,7.259879,7.357963,7.352552,7.199788,6.95944,6.641455,6.260303,5.851693,5.490558,5.398974,5.810846,6.449949,8.539935,9.282695,1.608709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,85,10,4.768403,10.338923,12.770655,14.402184,15.359731,15.896346,16.148435,16.244853,16.345585,15.988315,15.774417,15.691417,15.389772,14.576904,13.550225,12.961448,11.820665,9.647913,10.419791,12.672983,13.96564,14.103562,13.580074,13.313483,13.247598,13.143227,13.024613,12.84606,12.699684,13.505523,14.709086,14.705517,14.725753,14.69704,14.758113,14.737673,14.59625,14.538114,14.424703,14.301234,14.325758,14.398064,14.66069,14.844007,14.98375,14.973166,14.848696,14.593094,14.062989,13.188023,11.702069,11.328958,10.928627,10.479516,10.016008,9.556715,9.095657,8.647726,8.213942,7.798239,7.427019,7.115793,6.896954,7.080895,6.776155,7.076304,6.975311,7.015122,7.115056,7.170429,7.17606,7.076485,6.900514,6.670641,6.409926,6.100117,5.772886,5.454455,5.245742,5.274398,5.663168,5.996058,7.652458,8.933234,8.259425,1.91531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,85,15,4.760937,10.336358,12.766155,14.394236,15.352413,15.886926,16.139444,16.237746,16.336754,15.983084,15.764517,15.681743,15.381374,14.573203,13.55171,12.955569,11.818293,10.815191,12.632011,14.609654,15.901365,16.323092,16.18808,16.255687,16.472945,16.593223,16.616903,16.443111,16.213217,16.824207,17.712047,17.584243,17.460516,17.248003,17.077761,16.817227,16.425267,16.11004,15.795099,15.557273,15.560215,15.673568,15.978591,16.177481,16.278973,16.141812,15.748155,15.499237,15.388032,15.16847,14.792618,14.953277,15.079128,15.151939,15.174164,15.148624,15.044275,14.85202,14.555013,14.131787,13.607179,13.063881,12.565405,12.293069,11.799801,11.755128,11.515013,11.366575,11.287976,11.182716,11.015531,10.78012,10.496441,10.170389,9.807523,9.412757,9.006892,8.615928,8.25987,7.939664,7.682794,7.316381,8.324855,9.2344,8.29835,1.904367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95,10,6.675314,10.304985,12.278618,13.647534,14.441408,14.884195,15.120341,15.216409,15.277428,15.106705,14.757774,14.693054,14.673919,14.289409,13.146205,12.425533,11.925753,10.711221,8.907193,9.939504,11.879132,13.07254,13.257306,12.824849,12.560642,12.397309,12.394104,12.261658,12.15367,11.981735,12.084437,13.339778,13.810902,13.76753,13.797501,13.773972,13.833974,13.817789,13.737692,13.650515,13.501425,13.447311,13.40469,13.445119,13.605067,13.803382,13.975167,14.028425,14.021555,13.917635,13.65479,13.182994,12.455489,11.272878,10.757948,10.463159,10.125998,9.768426,9.403711,9.040932,8.674972,8.31847,7.972014,7.626727,7.303975,7.008298,6.744456,6.547549,6.472224,6.613337,6.330214,6.630217,6.548282,6.515538,6.585268,6.661586,6.715942,6.699225,6.648672,6.52824,6.368751,6.188683,5.964864,5.726044,5.463797,5.208587,5.000033,4.889607,4.958023,5.297713,5.450181,6.553675,7.851496,8.580254,6.821978,1.643417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95,15,2.835282,9.654881,12.007426,13.375583,14.189273,14.656034,14.973262,15.297039,15.070333,14.934624,15.119016,14.585194,14.054934,12.399286,11.202997,10.29867,8.9739,7.27276,8.417618,11.629577,14.651373,15.951375,16.559082,16.963299,17.218232,17.363231,17.40632,17.321558,17.219635,17.877292,18.244485,18.410941,18.464128,18.325182,17.974508,17.514369,16.901713,16.481435,16.082923,15.876315,15.798869,15.803926,15.998795,16.364369,16.69855,16.910408,16.736726,16.398971,15.87103,15.279574,14.51464,14.392293,14.330695,14.228937,14.135709,14.179856,14.145689,14.048434,13.892281,13.732374,13.555672,13.385835,13.19754,12.986616,12.725028,12.372801,11.966063,11.499295,11.060924,10.702965,10.601717,10.27875,10.362534,10.253359,10.183739,10.223268,10.233348,10.175858,9.99472,9.703006,9.328772,8.87263,8.367718,7.826815,7.262885,6.708249,6.184454,5.755277,5.518153,5.721638,5.816078,6.818361,8.777295,10.247068,9.03315,2.503816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
